,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity,hit
11634,4bcWQseNOLnxH4XUgpmgkQ,5 Star,5B840Ui53HVbqRNJmuZvDF,https://p.scdn.co/mp3-preview/3b02fcfe51ab2b4c73aab5a258c394a287949a45?cid=f6c16355a53748e790f598a2bdb1ad10,02.07.21,"['trap boricua', 'trap latino', 'trap triste']",0.771,0.51,-8.759,0.0867,0.394,0,0.0733,0.34,112.993,6,0,152920,57,0
1118,6DjIRlc7hnwSYT3lf95eVy,50kg Thangama,5EGRIVLuFdfMdpz422iRIP,https://p.scdn.co/mp3-preview/b9a3e4b65fffd022976a759dfa2f52388aa73678?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,26.08.12,"['desi hip hop', 'tamil hip hop', 'tamil pop']",0.8,0.84,-10.135,0.0485,0.0849,0,0.0987,0.964,120.003,0,0,188000,10,0
5949,4bcWQseNOLnxH4XUgpmgkQ,7 rings,6TANoXWuHb69hRWdYGBpyB,https://p.scdn.co/mp3-preview/6e4793792f8fff48a5b6ad600063e4e1b587b7fd?cid=f6c16355a53748e790f598a2bdb1ad10,17.07.20,"['dance pop', 'pop']",0.758,0.331,-10.368,0.242,0.571,0,0.0928,0.356,69.959,1,0,177520,6,0
515,6DjIRlc7hnwSYT3lf95eVy,7 Things,11DTdvFjMtu7Bpojb44Otr,https://p.scdn.co/mp3-preview/1fc3ca08ba3780104888ed3299db9ba5fe534aae?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,20.03.21,"['dance pop', 'pop', 'post-teen pop']",0.591,0.904,-4.478,0.0359,0.0244,0,0.0786,0.542,107.026,1,0,213453,1,0
280,6DjIRlc7hnwSYT3lf95eVy,7 Years,23ihGIrYOSzNNGJ6STAxI4,https://p.scdn.co/mp3-preview/32cf08177c35c72ce82f76ac5dafc14df8c726de?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,26.06.15,"['danish pop', 'pop', 'scandipop']",0.741,0.473,-5.829,0.0603,0.29,0,0.391,0.342,119.951,10,1,237300,61,0
9146,4bcWQseNOLnxH4XUgpmgkQ,74 BARS,2eGPPxqTf4IxXZJ0opXNOy,https://p.scdn.co/mp3-preview/83651702ae7a57217037c5c23c61c8bd891330ac?cid=f6c16355a53748e790f598a2bdb1ad10,03.07.19,"['swedish drill', 'swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",0.907,0.541,-9.445,0.166,0.533,2.10E-05,0.139,0.381,103.016,7,1,173301,53,0
8999,4bcWQseNOLnxH4XUgpmgkQ,"76 Reasons (Fallout Rap) [feat. Bonecage, GameboyJones, Dan Bull & Fabvl]",3NyovpiPUK7xg5hYlZ3LIg,https://p.scdn.co/mp3-preview/e03d15ed43f9388a545a5da986f8871f8269cf21?cid=f6c16355a53748e790f598a2bdb1ad10,15.11.18,"['antiviral pop', 'fnaf', 'otacore']",0.708,0.7,-8.686,0.262,0.094,0,0.0657,0.742,80.044,11,0,270679,34,0
97,6DjIRlc7hnwSYT3lf95eVy,80 Millionen,4EB11zPPq3jDbhnwWpzFL9,https://p.scdn.co/mp3-preview/b5ba159449182d15f574a2bc370cf7c0a1780757?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,08.04.16,"['german pop', 'german pop rock']",0.553,0.68,-8.297,0.0526,0.0751,0.000119,0.309,0.57,114.949,9,1,217040,58,0
695,6DjIRlc7hnwSYT3lf95eVy,85A,1xvluFGb5K01XOGsddfQMi,https://p.scdn.co/mp3-preview/9cd3500f0b42d9fb0029e44bb3e6248ef510e458?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,31.08.07,"['alternative dance', 'electro-pop francais', 'electroclash', 'electronica', 'electropop', 'filter house', 'new rave']",0.859,0.641,-5.986,0.0696,0.0113,0.00102,0.0914,0.808,157.016,5,0,148720,17,0
4498,4bcWQseNOLnxH4XUgpmgkQ,8TEEN,5bgwqaRSS3M8WHWruHgSL5,https://p.scdn.co/mp3-preview/97d7c1904b2610b9b60942ab37a92bbd1aa7921f?cid=f6c16355a53748e790f598a2bdb1ad10,27.04.17,"['pop', 'pop r&b']",0.83,0.585,-5.802,0.0366,0.225,0.00209,0.0576,0.642,105.03,1,1,228600,77,0
3698,4bcWQseNOLnxH4XUgpmgkQ,911 - Remix,27RSJHEA99Y0Vsow7nA37A,https://p.scdn.co/mp3-preview/001b37caeb98d91871c4619f3a0ca55ef880aa7b?cid=f6c16355a53748e790f598a2bdb1ad10,09.07.21,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",0.816,0.71,-3.728,0.0398,0.165,0,0.292,0.784,93.02,7,1,208631,78,0
1158,6DjIRlc7hnwSYT3lf95eVy,94 mentale,0StTz8RyyuucrLBTFempls,https://p.scdn.co/mp3-preview/efd0e50885f7a843ade710dfbba93b395f6ac95f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,02.07.07,"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']",0.576,0.967,-2.575,0.417,0.0626,0,0.869,0.38,88.047,6,1,272760,30,0
5892,4bcWQseNOLnxH4XUgpmgkQ,A Beautiful Lady in Blue,5UrvFd4XlKQy3Pt3QjxxQ7,https://p.scdn.co/mp3-preview/22ef7dc0b6086c860b37d88e85157139c967aa26?cid=f6c16355a53748e790f598a2bdb1ad10,2010,"['british dance band', ""man's orchestra""]",0.358,0.0875,-16.551,0.0432,0.987,0.41,0.0901,0.16,117.957,10,0,203373,7,0
9722,4bcWQseNOLnxH4XUgpmgkQ,A Beautiful Mess,6MevqVHN7ZhPHza4dyW5XT,https://p.scdn.co/mp3-preview/c0a26de29578777c0d1c51329bc260d0363c1e24?cid=f6c16355a53748e790f598a2bdb1ad10,01.05.08,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",0.494,0.231,-12.04,0.034,0.286,0,0.215,0.144,120.263,4,1,337840,40,0
4436,4bcWQseNOLnxH4XUgpmgkQ,A bouche que veux-tu,4aAkUbicSvQKrEv3hvBen2,https://p.scdn.co/mp3-preview/bfebf885a391f107da048092554d9917465a66ab?cid=f6c16355a53748e790f598a2bdb1ad10,17.11.14,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']",0.518,0.654,-7.345,0.0344,0.137,7.73E-05,0.118,0.144,115.918,10,1,385680,45,0
11745,4bcWQseNOLnxH4XUgpmgkQ,A Buena Vista,6K4iVISawI285iTxyvBIEB,https://p.scdn.co/mp3-preview/20ae71f2ed38b099029eb2b995e3c0c512c4f68a?cid=f6c16355a53748e790f598a2bdb1ad10,09.08.04,"['latin jazz', 'musica tradicional cubana']",0.591,0.75,-5.072,0.106,0.509,0,0.0897,0.566,87.602,4,0,193693,46,0
1952,6DjIRlc7hnwSYT3lf95eVy,A Buscar Tu Amor - Versión Pop,4txjIeqnIsTnUQYp2H1KWk,https://p.scdn.co/mp3-preview/ee1b43e08f56d2c0523e547c1ddb4e049ed57c53?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,05.11.13,"['colombian pop', 'latin', 'latin pop', 'pop peruano', 'pop reggaeton']",0.632,0.867,-4.668,0.0637,0.211,0,0.104,0.625,179.999,9,1,204133,6,0
5341,4bcWQseNOLnxH4XUgpmgkQ,A Cabritinha,5mu40aJSlKDFY6GT7XdcrC,https://p.scdn.co/mp3-preview/ef7d0028d007a0ba30c4bd268fef8684988c143e?cid=f6c16355a53748e790f598a2bdb1ad10,15.03.04,['classic portuguese pop'],0.744,0.942,-3.966,0.103,0.0446,0,0.13,0.96,136.063,0,1,228453,43,0
760,6DjIRlc7hnwSYT3lf95eVy,A cause des garçons,4kti5sAkWBOhPyCVItDYf8,https://p.scdn.co/mp3-preview/8dae1b8a59949761810ca56a606ea3005786dd31?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,31.08.07,"['alternative dance', 'electro-pop francais', 'electroclash', 'electronica', 'electropop', 'filter house', 'new rave']",0.814,0.46,-5.293,0.0455,0.000501,0.0129,0.0976,0.823,126.016,7,1,226253,38,0
9527,4bcWQseNOLnxH4XUgpmgkQ,A Cena dai Venusiani,6z0sghwdcrnCeMnaoqo2f1,https://p.scdn.co/mp3-preview/168ad98b73a3514ed44ffc7728169e3d54b048f8?cid=f6c16355a53748e790f598a2bdb1ad10,11.10.19,"['italian underground hip hop', 'rap italiano old school']",0.457,0.532,-14.432,0.0616,0.00766,0.557,0.0741,0.662,179.693,5,0,114170,0,0
7570,4bcWQseNOLnxH4XUgpmgkQ,A Chi Tocca,38F5at3wWjaXJnVvrkN5JE,https://p.scdn.co/mp3-preview/18fe7803334b29312ec7ddc4c7922a5bf335261d?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.14,"['italian underground hip hop', 'rap italiano old school']",0.708,0.917,-3.929,0.243,0.0342,1.35E-06,0.205,0.655,163.826,1,1,227999,3,0
8795,4bcWQseNOLnxH4XUgpmgkQ,A c'qui paraît - Version non mixée,1KbsMH5cUHPmJPWjZbPwzy,https://p.scdn.co/mp3-preview/d4f59717e4bb21d0271e6bc5d30e199d14029e25?cid=f6c16355a53748e790f598a2bdb1ad10,16.08.19,"['french hip hop', 'pop urbaine', 'rap inde']",0.739,0.654,-8.947,0.382,0.299,0,0.151,0.659,93.965,1,1,332513,1,0
3972,4bcWQseNOLnxH4XUgpmgkQ,A découvert,3UN8IJKJuNX0xYAh1qApbI,https://p.scdn.co/mp3-preview/58d1694f6d2a661eee66af884745369a9464849b?cid=f6c16355a53748e790f598a2bdb1ad10,28.06.19,"['azontobeats', 'francoton', 'pop urbaine']",0.831,0.539,-7.147,0.133,0.329,0,0.176,0.538,113.325,7,1,185669,62,0
60,6DjIRlc7hnwSYT3lf95eVy,A Drop In The Ocean,5JDcQAztvZTIkrWoZihgvC,https://p.scdn.co/mp3-preview/b1d65c040718039906c5b61ed2677e1307572426?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,04.05.08,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']",0.447,0.393,-8.65,0.038,0.785,0,0.28,0.564,73.139,5,1,220239,70,0
1296,6DjIRlc7hnwSYT3lf95eVy,A Fool's Dance,2PdXjRkYMQqfQfaSFawbFR,https://p.scdn.co/mp3-preview/cca79f9b4d0fed6fb3ca1323f5e5409cea30271e?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,01.01.12,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",0.247,0.514,-7.4,0.0335,0.622,5.86E-06,0.112,0.143,66.648,2,1,273907,17,0
1693,6DjIRlc7hnwSYT3lf95eVy,A Güiro - Remix,2Nr4JG8m3Yn0ZIiDDkMlGT,https://p.scdn.co/mp3-preview/254ac44d28435bb26f8ff463a95a602d36b081b8?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,09.10.20,"['dominican pop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.719,0.719,-4.556,0.156,0.16,0,0.0767,0.887,119.949,11,1,343627,40,0
211,6DjIRlc7hnwSYT3lf95eVy,A Garagem Da Vizinha,7hMyxHOskG0Eq2cHQ52WnQ,https://p.scdn.co/mp3-preview/63890515e747d57815c818a7df594dcc3e587920?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2003,['classic portuguese pop'],0.659,0.903,-4.239,0.0643,0.126,0,0.215,0.95,134.962,0,1,219011,39,0
11797,4bcWQseNOLnxH4XUgpmgkQ,A gritos de esperanza (feat. Jesús Navarro),2R2uXqemsMflA4rpUhPgGT,https://p.scdn.co/mp3-preview/81c5487b1937f25ec76575ca72b75afeef41658f?cid=f6c16355a53748e790f598a2bdb1ad10,24.09.21,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",0.477,0.612,-5.301,0.0308,0.262,7.11E-06,0.0983,0.294,104.947,6,1,259635,56,0
7763,4bcWQseNOLnxH4XUgpmgkQ,A Hard Days Night,6klaXqlroGElmrhT23exvP,https://p.scdn.co/mp3-preview/fe6be141ccff203887c443a028382fb362210fb2?cid=f6c16355a53748e790f598a2bdb1ad10,2012,"['contemporary vocal jazz', 'coverchill', 'gypsy fusion', 'italian lounge']",0.631,0.148,-8.917,0.0402,0.926,0.437,0.241,0.32,74.361,10,1,230547,14,0
4480,4bcWQseNOLnxH4XUgpmgkQ,A la base,0VJwgZkDmZZLZygKnPj2s6,https://p.scdn.co/mp3-preview/9287a4102a61204b25deed00e8fcd4ebb8cdc9f0?cid=f6c16355a53748e790f598a2bdb1ad10,12.11.21,"['french hip hop', 'pop urbaine', 'rap conscient']",0.627,0.736,-7.48,0.405,0.263,0,0.151,0.787,90.464,4,0,266240,61,0
5458,4bcWQseNOLnxH4XUgpmgkQ,A la cool,2Md3rwhIOm4gKUJF2CAtqb,https://p.scdn.co/mp3-preview/69ce04e15c8f30fbbba1ae3020f7a06b1e10d0e4?cid=f6c16355a53748e790f598a2bdb1ad10,05.06.16,"['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']",0.512,0.536,-7.938,0.0618,0.061,0,0.141,0.136,104.776,11,1,206342,56,0
1113,6DjIRlc7hnwSYT3lf95eVy,A la Ideal J,59avb4nMjXD1JD3kh7QYin,https://p.scdn.co/mp3-preview/c79b3109703d3473c25a8dc5537501d4494cb3ed?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,16.11.18,"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient']",0.829,0.722,-6.342,0.402,0.0677,0,0.105,0.374,148.679,9,1,185653,25,0
3503,4bcWQseNOLnxH4XUgpmgkQ,A l'ammoniaque,1gVnckXtTdCoLwtiPPqlQS,https://p.scdn.co/mp3-preview/4bb770bf27adf1caa3b236cf772e842e44485e2d?cid=f6c16355a53748e790f598a2bdb1ad10,05.04.19,"['french hip hop', 'pop urbaine']",0.592,0.371,-9.965,0.0437,0.4,0.000367,0.0953,0.197,127.966,9,0,316546,65,0
10305,4bcWQseNOLnxH4XUgpmgkQ,A Little Bit of Faith,3AnCxW4JAndjVO7Uj1Onzi,https://p.scdn.co/mp3-preview/30c99be451ab2919aec68271d924871ff8bbd535?cid=f6c16355a53748e790f598a2bdb1ad10,01.10.21,"['edm', 'electro house', 'german techno', 'house', 'pop dance', 'progressive electro house', 'progressive house']",0.791,0.769,-4.035,0.0516,0.553,0,0.073,0.481,120.981,3,0,182364,45,0
1819,6DjIRlc7hnwSYT3lf95eVy,A Little Less Conversation,47y8hRlWLEJ4VafE6LMjEZ,https://p.scdn.co/mp3-preview/1c76c6f64b4cecf165a2d781715ceb9b2b90fc98?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2007,"['adult standards', 'rock-and-roll', 'rockabilly']",0.584,0.802,-8.03,0.0784,0.149,0,0.0683,0.835,114.172,2,1,132013,58,0
11114,4bcWQseNOLnxH4XUgpmgkQ,A los Cuatro Vientos,5v4l3vvTLNbBdg8uoKCKhH,https://p.scdn.co/mp3-preview/c9702aea32d2dd976d50b93c792ccf2da12480df?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.13,"['argentine telepop', 'latin viral pop']",0.566,0.916,-3.668,0.0497,0.00614,0,0.0845,0.522,90.024,4,1,183653,31,0
10060,4bcWQseNOLnxH4XUgpmgkQ,A Man from Argentina,4J3JinE7gGuGBsXbRCqXo9,https://p.scdn.co/mp3-preview/104dd769e1fdacf491f676f0c1526dd60ca9ae16?cid=f6c16355a53748e790f598a2bdb1ad10,2005,['swedish indie pop'],0.624,0.47,-9.664,0.0291,0.724,0,0.155,0.599,142.999,0,1,195813,33,0
5372,4bcWQseNOLnxH4XUgpmgkQ,A Milli,3uqinR4FCjLv28bkrTdNX5,https://p.scdn.co/mp3-preview/a1bd4ebe6272e5e50e73b8e91d4bf7e4c64c2ea8?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.08,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486,6,0,221840,64,0
10589,4bcWQseNOLnxH4XUgpmgkQ,A Million On My Soul (Remix),6RomQ7YOhEuvjY8UtMYwDk,https://p.scdn.co/mp3-preview/21a4c5d3e523b8056ace1e2f70d5eecddb71f379?cid=f6c16355a53748e790f598a2bdb1ad10,28.07.20,['turkish edm'],0.732,0.733,-5.383,0.122,0.0126,0.000115,0.104,0.387,100.027,7,1,206784,50,0
8788,4bcWQseNOLnxH4XUgpmgkQ,"A Minha Alma, A paz que eu não quero",06QbvIbmmGIQRGjjdzCU9g,https://p.scdn.co/mp3-preview/2f1399456872160326a6f1b31cdb5f3b85031ac7?cid=f6c16355a53748e790f598a2bdb1ad10,11.09.03,['deep brazilian pop'],0.673,0.504,-8.421,0.0672,0.815,0,0.268,0.585,77.093,4,0,231600,2,0
11793,4bcWQseNOLnxH4XUgpmgkQ,A Minha Menina,7DgGyXLhiwZb2RjB1ErAl8,https://p.scdn.co/mp3-preview/16aa8c3acca07f74cffe6ceaabeafaab3de266a0?cid=f6c16355a53748e790f598a2bdb1ad10,24.08.18,"['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.649,0.636,-12.906,0.147,0.787,0.000536,0.197,0.655,87.099,7,1,197864,43,0
11587,4bcWQseNOLnxH4XUgpmgkQ,A Night to Remember,1dJ5rPa8lKpNhHuU7YYI9s,https://p.scdn.co/mp3-preview/9692a4a76a9cc8f8a5a2c82f60c17da4719bb910?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.10,"['dance pop', 'post-teen pop']",0.801,0.903,-3.32,0.049,0.085,1.22E-05,0.055,0.965,135,0,0,236520,0,0
4168,4bcWQseNOLnxH4XUgpmgkQ,A Pe Din Qysh,0RHke7T6ioRp3MraZX185Z,https://p.scdn.co/mp3-preview/d7e24cdef8609f36d063e8c89f7e09192aa891c4?cid=f6c16355a53748e790f598a2bdb1ad10,28.11.17,"['albanian hip hop', 'albanian pop']",0.822,0.705,-1.72,0.22,0.109,0,0.0689,0.53,85.031,5,0,194838,26,0
8599,4bcWQseNOLnxH4XUgpmgkQ,A planc cale il soreli,4YlTMcOw33H20VcRxhD8J5,https://p.scdn.co/mp3-preview/4844d27dc588177dc2c089a98d64f15eec003a4a?cid=f6c16355a53748e790f598a2bdb1ad10,10.11.20,['italian choir'],0.183,0.161,-19.156,0.0458,0.989,0.0118,0.111,0.0393,100.847,3,1,201373,0,0
4071,4bcWQseNOLnxH4XUgpmgkQ,A QUEDA,2s9BO8c0co0PmgBiUoTT17,https://p.scdn.co/mp3-preview/333a5bbdce40898c72d361bd27d218cd338c6997?cid=f6c16355a53748e790f598a2bdb1ad10,14.10.21,"['funk carioca', 'pop lgbtq+ brasileira']",0.822,0.524,-8.4,0.242,0.498,0,0.48,0.718,130.06,6,0,172500,71,0
4086,4bcWQseNOLnxH4XUgpmgkQ,A Quién Quiero Mentirle,6ngLct6z0pCqJcevM11HDH,https://p.scdn.co/mp3-preview/780080f09150189b706b81d531c48f019a2edb27?cid=f6c16355a53748e790f598a2bdb1ad10,24.05.10,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",0.378,0.515,-7.277,0.0339,0.39,0,0.0637,0.315,72.743,11,1,253173,57,0
636,6DjIRlc7hnwSYT3lf95eVy,A Quien Le Importa,03N0MX6a3trruAiUM8eBUa,https://p.scdn.co/mp3-preview/003cfc723dfea87ea6b75c250ce512fb6378cbfb?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,19.02.21,"['dance pop', 'latin', 'latin pop', 'mexican pop']",0.709,0.929,-4.13,0.0337,0.0399,3.92E-06,0.338,0.8,130.991,2,1,225840,3,0
6843,4bcWQseNOLnxH4XUgpmgkQ,A Red Letter Day - 2003 Remaster,1UAMeTTum8YqlYLc0ZE98s,https://p.scdn.co/mp3-preview/ef67097858c7c0b4446dd8bd07bcfb2db6ca6f0c?cid=f6c16355a53748e790f598a2bdb1ad10,2003,"['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",0.536,0.973,-6.221,0.0465,0.015,0.0698,0.345,0.426,125.841,5,1,272227,22,0
11175,4bcWQseNOLnxH4XUgpmgkQ,A Rockin' Good Way (To Mess Around and Fall In Love),43bDe7YutdkmHBJDYbkWf3,https://p.scdn.co/mp3-preview/a6e7d4903812337abf3de207e0780dd3ccb45277?cid=f6c16355a53748e790f598a2bdb1ad10,26.03.09,"['classic uk pop', 'europop', 'new wave pop', 'rock-and-roll', 'rockabilly']",0.749,0.716,-5.834,0.031,0.25,4.17E-06,0.0951,0.964,128.476,11,0,170453,21,0
7738,4bcWQseNOLnxH4XUgpmgkQ,A suffragio,5bW8BrkAx3Z28fXZubSRTn,https://p.scdn.co/mp3-preview/40180eb91a8acf5efd8fac72d7be1dc49160d527?cid=f6c16355a53748e790f598a2bdb1ad10,30.09.14,['italian folk'],0.59,0.832,-3.243,0.0642,0.806,4.53E-05,0.132,0.888,139.994,9,0,153252,1,0
11473,4bcWQseNOLnxH4XUgpmgkQ,A Thousand Miles,72zjPFyHL9yQBtFWmYmE0r,https://p.scdn.co/mp3-preview/6244d56afd9b4bcc2a132d519900411eba956950?cid=f6c16355a53748e790f598a2bdb1ad10,03.07.20,"['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",0.559,0.845,-3.871,0.0379,0.222,0,0.164,0.304,94.916,11,1,237493,30,0
4716,4bcWQseNOLnxH4XUgpmgkQ,A Thousand Years,6z5Yh7kOKeLjqIsNdokIpU,https://p.scdn.co/mp3-preview/3479f40bde60a8bf162d2ce1ede0edc75c0006c4?cid=f6c16355a53748e790f598a2bdb1ad10,04.11.11,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,10,1,285120,71,0
1128,6DjIRlc7hnwSYT3lf95eVy,A Thu Kush?!!!,4VJ7HWywMjZNhYYOwdiTNC,https://p.scdn.co/mp3-preview/05a81b5d909a791cda5e369bafb5deef4ce6527d?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,10.06.16,"['albanian hip hop', 'albanian pop', 'kosovan pop']",0.719,0.53,-11.6,0.0417,0.00269,0.00128,0.0849,0.16,121.99,4,0,173192,26,0
301,6DjIRlc7hnwSYT3lf95eVy,A Un Passo Dalla Luna,3YNcQUeVOpM3SDmwBeGfMK,https://p.scdn.co/mp3-preview/b1973115a5c02c13b9a5dea01e2748e0201f1a80?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,03.07.20,"['italian hip hop', 'italian pop', 'pop virale italiano', 'rap napoletano']",0.755,0.78,-5.324,0.0429,0.39,0,0.34,0.897,121.97,10,1,167313,62,0
6311,4bcWQseNOLnxH4XUgpmgkQ,A Wha Suh,4V4ZDNk5F3PD9G88z2wR6N,https://p.scdn.co/mp3-preview/8b0b7b41f0f871d1d8e8dc3bad471ba3f6890bf4?cid=f6c16355a53748e790f598a2bdb1ad10,20.07.18,"['dancehall', 'reggae fusion']",0.574,0.63,-6.545,0.334,0.373,0,0.0959,0.13,77.477,6,1,206020,34,0
3971,4bcWQseNOLnxH4XUgpmgkQ,A Whiter Shade of Pale - Original Single Version,78ZqE2tjAxbqEGGlvGnQfT,https://p.scdn.co/mp3-preview/ea899286d35f4a7d4452041371fbaafde7c89d00?cid=f6c16355a53748e790f598a2bdb1ad10,03.05.19,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']",0.249,0.66,-6.905,0.0342,0.504,0.0026,0.0891,0.435,149.813,0,1,248947,68,0
475,6DjIRlc7hnwSYT3lf95eVy,A Whole New World,4NYGNFfpub02Ffpp4PTq9q,https://p.scdn.co/mp3-preview/f7b2ce60e8a654a08083b3e2e44f3840d8c5d75f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,16.09.16,"[""children's music"", 'kids dance party', ""preschool children's music""]",0.686,0.775,-4.344,0.0344,0.0389,0,0.123,0.577,125.975,9,0,170133,21,0
1154,6DjIRlc7hnwSYT3lf95eVy,A.M. to P.M.,2YvwAuVjxinQUej2W4y1Sl,https://p.scdn.co/mp3-preview/1b1e3e5a8025a1090cd30dcd230c20ad46cf9ecb?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,19.04.19,"['battle rap', 'hip pop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.571,0.731,-6.504,0.383,0.0111,0,0.745,0.658,173.39,7,1,218827,12,0
8829,4bcWQseNOLnxH4XUgpmgkQ,A.W.A,1ggqQO5e0CtmkolC5uJyuq,https://p.scdn.co/mp3-preview/a02f95d3f6af561b4376758ccbcbf897474f055a?cid=f6c16355a53748e790f598a2bdb1ad10,03.07.20,"['arabic hip hop', 'francoton', 'french hip hop', 'pop urbaine', 'rap francais']",0.835,0.732,-5.045,0.0458,0.0121,0,0.138,0.281,100.002,1,1,162733,12,0
8627,4bcWQseNOLnxH4XUgpmgkQ,È arrivato l'ambasciatore,1GVopnjqfwPx7Fe8RBtDUl,https://p.scdn.co/mp3-preview/25486f03b3de1b8540389fd6f81fcacb571cb107?cid=f6c16355a53748e790f598a2bdb1ad10,16.10.13,['classic italian folk pop'],0.531,0.554,-5.474,0.0546,0.772,0,0.0551,0.916,179.952,5,1,237192,21,0
2006,6DjIRlc7hnwSYT3lf95eVy,∞ LOVE (feat. Guè),0HhSB4nAJpI5expWnZL199,https://p.scdn.co/mp3-preview/c3a451ebd539a39ada8e9e1cb53347173bb5085f?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,19.11.21,"['italian hip hop', 'italian underground hip hop', 'rap napoletano']",0.726,0.828,-5.191,0.071,0.105,0,0.0873,0.307,125.002,7,0,218368,73,0
11855,4bcWQseNOLnxH4XUgpmgkQ,¡Corre!,2Q443xy0yMQNR3i4NlCrnH,https://p.scdn.co/mp3-preview/055e20308e7db532711c0ceea44a1cf0c9e7b5f8?cid=f6c16355a53748e790f598a2bdb1ad10,21.02.12,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",0.479,0.477,-6.886,0.0363,0.127,0,0.15,0.127,151.97,11,1,288893,51,0
5415,4bcWQseNOLnxH4XUgpmgkQ,一翦梅,5Vnx5i9VJSZ6ayfK6jncf8,https://p.scdn.co/mp3-preview/39dfb7d512d1a27fdea520df661edce44d74bd38?cid=f6c16355a53748e790f598a2bdb1ad10,30.04.10,"['c-pop', 'classic mandopop', 'vintage chinese pop']",0.29,0.482,-8.207,0.035,0.145,0.000171,0.12,0.247,141.459,6,0,234867,54,0
9066,4bcWQseNOLnxH4XUgpmgkQ,ฉันอยากได้ยิน,1TEjJt971woJKGdUZjH0Gd,https://p.scdn.co/mp3-preview/566738a39c4df997043266423ce804e61a00ff85?cid=f6c16355a53748e790f598a2bdb1ad10,02.07.21,"['thai hip hop', 'thai indie rock', 'thai pop', 'thai trap']",0.84,0.434,-10.878,0.229,0.444,0.000752,0.108,0.58,144.972,4,1,191928,28,0
11218,4bcWQseNOLnxH4XUgpmgkQ,¿En Qué Momento?,2xTDV6XOQeVIk1sT5BkqBl,https://p.scdn.co/mp3-preview/a90d49bf1f63673fc0db570e62cf6327d14d6249?cid=f6c16355a53748e790f598a2bdb1ad10,27.07.04,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'pop', 'rock en espanol']",0.681,0.804,-6.295,0.0331,0.238,3.14E-05,0.064,0.83,124.006,6,1,222667,45,0
